#Task Selector: 4
#PID Parameters: kp: 0.03, kd: 0.00, ki: 0.00
#n_pos: 10
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
16 0.00 0.00 0.00 0.00 34.82 23.28 3.48 2.33 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.82 23.28 6.96 4.66 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.82 23.28 10.45 6.98 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.82 23.28 13.93 9.31 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.44 23.65 17.37 11.68 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.82 23.28 20.86 14.00 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.43 23.27 24.30 16.33 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.44 23.65 27.74 18.70 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.43 23.27 31.19 21.02 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.83 23.66 34.67 23.39 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.44 23.65 34.63 23.43 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.44 23.65 34.59 23.46 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.44 23.65 34.55 23.50 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.45 24.03 34.52 23.58 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.04 23.64 34.48 23.58 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.44 23.65 34.44 23.61 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.05 24.03 34.40 23.69 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.45 24.42 34.40 23.77 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.45 24.42 34.40 23.88 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.05 24.03 34.33 23.92 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 33.67 24.40 34.25 23.99 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.07 24.79 34.21 24.11 0.00 0.00 0.00 0.00
