#Task Selector: 4
#PID Parameters: kp: 0.50, kd: 0.00, ki: 0.00
#n_pos: 10
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
16 0.00 0.00 0.00 0.00 36.30 16.83 3.63 1.68 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.31 17.21 7.26 3.40 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.73 19.12 10.93 5.32 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.72 18.36 14.61 7.15 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 44.25 -0.25 19.03 7.13 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 43.45 -0.62 23.37 7.06 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 41.81 5.86 27.56 7.65 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 45.05 -0.25 32.06 7.63 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 45.90 -4.09 36.65 7.22 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 44.29 -4.46 41.08 6.77 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.18 21.00 40.97 7.19 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 32.83 21.72 40.62 7.64 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 33.63 22.49 40.31 7.98 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 33.26 23.63 39.96 8.50 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 32.92 26.30 38.83 11.16 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 31.79 28.19 37.67 14.04 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 31.46 30.88 36.63 16.54 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 29.97 33.94 35.12 19.96 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 29.67 37.43 33.50 24.11 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 27.06 41.68 31.78 28.72 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 25.60 45.59 30.82 31.18 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 23.40 51.11 29.87 34.12 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 24.66 56.33 28.98 37.51 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 22.76 59.09 27.93 41.05 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 22.01 61.07 26.84 44.53 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 18.55 63.81 25.51 48.09 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 18.55 63.81 24.22 51.38 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.89 -12.72 24.72 46.72 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.89 -12.72 25.24 41.70 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 33.72 -13.08 25.90 36.23 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 33.72 -13.08 26.72 30.36 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.86 -11.19 27.86 24.13 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.64 -10.82 28.96 17.42 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.64 -10.82 30.25 10.42 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.12 -13.47 31.46 2.97 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.12 -13.47 33.02 -4.76 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 32.52 -11.91 34.41 -12.33 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 30.96 -11.88 34.02 -12.25 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 29.79 -11.85 33.51 -12.16 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 28.64 -12.59 33.00 -12.11 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -1.84 8.84 29.45 -9.92 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -0.37 7.74 25.92 -8.02 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 16.38 -10.50 24.00 -7.99 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -2.94 8.84 20.14 -6.03 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -2.94 8.10 16.43 -3.87 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -4.05 8.47 12.62 -1.67 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -2.57 8.47 9.11 0.36 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 5.18 -7.79 6.53 0.77 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 2.96 -7.78 3.84 1.18 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 3.32 -6.29 1.31 1.81 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -5.89 8.84 0.91 1.81 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -1.48 -4.80 0.80 0.56 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -2.58 -6.66 -1.10 0.94 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -10.32 5.89 -1.84 0.65 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -10.32 5.89 -2.57 0.42 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -5.89 8.84 -2.76 0.46 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.62 9.58 -3.16 0.57 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -5.52 8.10 -4.23 2.16 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -3.68 8.10 -4.90 3.75 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -5.52 8.10 -5.78 5.19 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -5.89 9.21 -5.78 5.23 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -0.74 7.00 -5.71 6.41 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -0.74 7.00 -5.52 7.77 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -4.78 7.00 -4.97 7.88 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.99 9.21 -4.64 8.21 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.99 9.21 -4.75 8.25 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -4.05 7.00 -4.49 7.99 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -5.89 8.47 -4.53 8.03 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -5.89 8.47 -4.75 8.07 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.26 8.47 -4.82 8.10 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.26 8.47 -4.86 8.03 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -3.68 7.00 -5.15 8.03 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -4.05 7.37 -5.48 8.07 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.26 8.47 -5.63 8.21 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.26 8.47 -5.56 8.14 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.26 7.74 -5.48 7.99 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.26 8.47 -5.70 8.14 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -5.52 7.74 -5.67 8.07 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -5.52 7.74 -5.63 7.99 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -4.78 7.37 -5.48 7.88 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -4.78 7.37 -5.33 7.77 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.62 8.10 -5.63 7.88 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.62 8.10 -5.89 7.96 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.62 8.84 -5.92 7.99 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.62 8.84 -5.96 8.03 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -8.10 7.00 -6.14 7.96 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -8.47 7.37 -6.37 7.85 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -9.95 12.16 -6.81 8.29 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 1.11 -11.15 -6.15 6.40 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 5.19 -11.91 -5.15 4.47 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.26 9.94 -5.30 4.73 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -1.84 5.16 -4.82 4.44 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -7.36 9.21 -4.89 4.55 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -7.36 9.21 -4.97 4.58 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -4.78 8.84 -4.78 4.58 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -5.89 8.10 -4.56 4.69 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -4.78 8.47 -4.19 4.80 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -4.78 8.47 -3.67 4.43 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -5.52 7.37 -4.34 6.29 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.62 7.74 -5.52 8.25 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -5.15 8.10 -5.41 8.07 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.62 8.47 -5.89 8.40 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -6.62 8.47 -5.81 8.32 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.33 19.11 -1.44 9.31 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.33 19.11 2.67 10.34 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.34 19.49 6.89 11.48 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.34 19.49 11.00 12.58 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.94 19.49 15.07 13.68 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.15 19.09 19.14 14.86 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.55 19.48 23.36 16.03 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.55 19.48 27.43 17.17 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.15 19.09 31.61 18.23 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.18 21.38 35.79 19.52 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.18 21.38 35.67 19.75 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.19 21.76 35.56 20.01 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.59 21.76 35.48 20.24 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.97 21.39 35.45 20.43 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.98 21.77 35.45 20.66 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.59 22.15 35.49 20.96 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.38 21.78 35.58 21.19 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.78 22.17 35.70 21.46 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.38 22.16 35.82 21.77 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.38 22.16 35.94 21.85 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.59 22.15 35.98 21.92 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.98 21.77 36.06 21.92 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.59 22.15 36.06 21.96 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.99 22.15 36.06 22.04 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.38 22.16 36.10 22.08 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.98 21.77 36.14 22.04 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.59 21.76 36.06 22.04 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.40 21.36 35.83 21.96 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.19 21.76 35.71 21.92 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 33.62 21.73 35.43 21.88 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.40 21.74 35.31 21.84 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.40 21.36 35.15 21.80 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.01 21.74 35.00 21.75 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.41 22.13 34.84 21.75 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.01 21.74 34.60 21.71 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.00 21.36 34.40 21.67 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.02 22.12 34.25 21.70 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 33.62 21.73 34.17 21.74 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.02 22.12 34.05 21.78 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.00 21.36 34.09 21.74 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.40 21.36 34.09 21.70 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.78 20.61 34.13 21.63 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.17 20.23 34.24 21.48 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.56 20.24 34.36 21.29 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.56 20.24 34.51 21.14 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.95 19.87 34.71 20.99 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.94 19.11 34.90 20.69 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.31 17.59 35.17 20.27 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.52 17.58 35.32 19.82 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.33 19.11 35.55 19.59 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.32 17.97 35.74 19.25 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.30 16.83 35.90 18.88 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.91 17.21 35.97 18.57 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.91 17.21 36.01 18.27 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.31 17.59 36.08 18.01 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.92 17.97 36.08 17.82 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.57 20.62 36.04 17.97 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 34.80 22.13 35.89 18.42 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 33.27 24.39 35.67 19.10 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 31.75 26.27 35.21 19.82 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 29.10 30.05 34.48 21.03 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 28.02 33.50 33.66 22.69 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 25.77 36.94 32.64 24.67 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 23.93 40.81 31.44 27.03 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 20.95 45.08 29.91 29.78 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 20.29 50.64 28.34 33.05 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 17.65 53.80 26.55 36.36 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 15.78 58.19 24.65 39.97 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 12.71 60.16 22.59 43.55 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 10.03 62.94 20.42 47.21 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 10.03 62.94 18.52 50.50 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 37.22 -10.85 19.44 46.07 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.42 -10.45 20.50 41.33 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.45 -11.60 21.75 36.09 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.46 -11.99 23.30 30.38 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.08 -12.75 24.88 24.04 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 38.06 -12.79 26.92 17.38 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.69 -13.12 28.92 10.25 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.69 -13.12 31.21 2.92 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.08 -12.75 33.82 -4.65 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.08 -12.75 36.42 -12.22 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -5.89 7.37 32.11 -10.40 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 -2.94 8.47 28.17 -8.50 0.00 0.00 0.00 0.00
