#Task Selector: 4
#PID Parameters: kp: 0.50, kd: 0.00, ki: 0.00
#n_pos: 10
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
16 0.00 0.00 0.00 0.00 66.10 -14.26 6.61 -1.43 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 66.10 -14.26 13.22 -2.85 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 37.52 19.13 16.97 -0.94 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.73 19.12 20.64 0.97 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.55 19.48 24.20 2.92 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 35.54 19.10 27.75 4.83 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.33 18.73 31.39 6.70 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 37.13 19.50 35.10 8.65 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 37.53 19.51 38.85 10.60 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 36.73 19.12 42.52 12.52 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 44.31 -5.61 40.35 13.38 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 44.68 -3.69 38.20 14.44 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 44.27 -2.16 38.88 12.31 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 43.91 -5.60 39.60 9.84 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 43.48 -3.30 40.39 7.56 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 43.89 -4.07 41.22 5.24 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 43.08 -3.67 41.90 3.00 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 44.63 2.80 42.65 1.33 0.00 0.00 0.00 0.00
16 0.00 0.00 0.00 0.00 42.64 -0.23 43.16 -0.64 0.00 0.00 0.00 0.00
